0,0,0,0,255
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,67,57,31,255
6,44,26,26,255
7,26,44,26,255
8,26,26,44,255
9,110,110,110,255
10,53,82,168,255
11,151,53,167,255
12,168,53,84,255
13,147,168,53,255
14,66,168,54,255
15,53,158,166,255
16,139,62,9,255
17,36,111,77,255
18,78,36,111,255
19,67,131,16,255
20,111,36,41,255
21,111,93,36,255
22,137,91,18,255
23,156,45,70,255
24,55,156,48,255
25,45,68,156,255
26,156,45,70,255
27,55,156,48,255
28,45,68,156,255
29,161,163,165,255
30,223,122,65,255
31,240,169,39,255
32,207,144,34,255
33,0,0,0,255
34,69,99,19,255
35,69,99,19,255
36,69,99,19,255
37,206,98,207,255
38,74,200,130,255
39,77,132,198,255
40,207,102,80,255
41,210,169,69,255
42,153,153,153,255
43,184,142,21,255
44,0,0,0,1
45,114,97,75,255
46,110,107,96,255
47,142,115,79,255
48,127,79,43,255
49,117,117,117,255
50,0,0,0,0
51,248,146,153,255
52,233,139,246,255
53,167,137,246,255
54,126,153,246,255
55,149,220,246,255
56,146,251,170,255
57,248,218,140,255
58,246,186,148,255
59,217,187,134,255
60,252,147,181,255
61,118,40,106,255
62,109,16,27,255
63,42,78,96,255
64,16,71,16,255
65,191,113,113,255
66,160,101,76,255
67,136,44,13,255
68,104,84,84,255
69,94,110,116,255
70,238,0,0,255
71,238,0,238,255
72,0,0,238,255
73,0,238,238,255
74,0,238,0,255
75,238,238,0,255
76,238,119,0,255
77,0,0,0,0
78,126,190,20,255
79,195,136,132,255
80,153,68,15,255
81,86,25,126,255
82,86,133,21,255
83,0,0,0,0
84,159,67,64,255
85,59,114,157,255
86,134,134,134,255
87,255,255,255,255
88,108,79,44,255
89,184,102,108,255
90,102,113,184,255
91,97,181,105,255
92,128,128,128,255
93,176,147,100,255
94,168,148,85,255
95,94,98,103,255
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
110,0,0,0,0
111,0,0,0,0
113,0,0,0,0
114,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,147,235,16,255
129,213,55,37,255
130,223,207,25,255
131,114,197,235,255
132,43,67,207,255
133,218,40,216,255
134,45,172,16,255
135,229,130,31,255
136,0,0,0,0
137,224,213,177,255
138,162,157,136,255
139,228,217,141,255
140,216,182,90,255
141,175,148,104,255
142,121,90,53,255
143,246,252,255,255
144,126,126,126,255
145,89,91,93,255
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,128,127,127,255
150,108,108,108,255
151,96,95,95,255
152,102,101,101,255
153,108,108,108,255
154,0,0,0,0
156,116,116,115,255
157,25,25,25,255
158,0,0,0,0
159,84,95,104,255
160,77,86,94,255
162,0,0,0,0
163,0,0,0,0
165,184,142,21,255
166,204,115,12,255
167,222,122,13,255
168,207,116,13,255
169,213,116,2,255
170,235,125,2,255
171,213,116,2,255
172,215,214,221,255
173,99,154,251,255
174,88,211,10,255
175,226,69,109,255
176,255,171,68,255
177,221,148,59,255
178,198,133,52,255
179,145,97,39,255
180,182,123,49,255
181,180,123,51,255
182,40,40,40,255
184,100,65,154,255
185,100,65,154,255
186,107,107,107,255
187,47,83,145,255
188,128,61,145,255
189,168,25,63,255
190,171,179,51,255
191,69,163,55,255
192,60,178,172,255
193,0,0,0,0
194,0,0,0,0
195,153,153,122,255
196,172,112,97,255
197,98,136,154,255
198,135,132,65,255
199,0,0,0,0
200,186,152,59,255
201,39,27,0,255
202,255,206,62,255
203,250,151,14,255
204,255,95,0,255
206,98,116,127,255
207,98,116,127,255
208,205,209,211,255
209,193,220,185,255
210,229,198,207,255
211,0,0,0,0
212,204,190,117,255
213,28,96,244,255
214,28,96,244,255
215,178,188,225,255
216,55,87,97,255
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
232,0,0,0,0
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,134,134,134,255
242,123,167,199,255
243,0,0,0,1
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,0,0,0,0
264,0,0,0,0
265,0,0,0,0
266,0,0,0,0
267,0,0,0,0
268,0,0,0,0
269,0,0,0,0
270,0,0,0,0
271,0,0,0,0
272,0,0,0,0
273,0,0,0,0
274,0,0,0,0
275,0,0,0,0
276,0,0,0,0
277,0,0,0,0
278,0,0,0,0
279,0,0,0,0
280,0,0,0,0
281,0,0,0,0
282,0,0,0,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,0,0,0,0
288,0,0,0,0
289,0,0,0,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,0,0,0,0
294,0,0,0,0
295,0,0,0,0
296,0,0,0,0
297,0,0,0,0
298,0,0,0,0
299,0,0,0,0
300,0,0,0,0
301,0,0,0,0
302,0,0,0,0
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
306,0,0,0,0
307,0,0,0,0
308,0,0,0,0
309,0,0,0,0
310,0,0,0,0
311,0,0,0,0
312,0,0,0,0
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,0,0,0
319,0,0,0,0
320,0,0,0,0
321,0,0,0,0
322,0,0,0,0
323,0,0,0,0
324,0,0,0,0
325,0,0,0,0
326,0,0,0,0
327,0,0,0,0
328,0,0,0,0
329,0,0,0,0
330,0,0,0,0
331,0,0,0,0
332,0,0,0,0
333,0,0,0,0
334,0,0,0,0
335,0,0,0,0
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,0,0,0,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,0,0,0,0
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,0,0,0,0
357,0,0,0,0
358,0,0,0,0
359,0,0,0,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,0,0,0
365,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,0,0,0,0
369,0,0,0,0
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,0,0
374,185,109,109,255
375,0,0,0,0
376,0,0,0,0
377,0,0,0,0
378,0,0,0,0
379,0,0,0,0
380,0,0,0,0
381,0,0,0,0
382,0,0,0,0
383,0,0,0,0
384,0,0,0,0
385,0,0,0,0
386,0,0,0,0
387,0,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0,0,0,0
392,0,0,0,0
393,0,0,0,0
394,0,0,0,0
395,0,0,0,0
396,0,0,0,0
397,102,255,255,102
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,0,0,0
402,0,0,0,0
403,0,0,0,0
404,0,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,0,0,0
408,12,45,61,255
409,64,12,64,255
410,44,51,10,255
411,0,0,0,0
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,0,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
422,0,0,0,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,0,0,0
427,0,0,0,0
428,0,0,0,0
429,0,0,0,0
430,0,0,0,0
431,0,0,0,0
432,0,0,0,0
433,0,0,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,0,0,0,0
439,0,0,0,0
440,0,0,0,0
441,0,0,0,0
442,0,0,0,0
443,0,0,0,0
444,0,0,0,0
445,0,0,0,0
446,0,0,0,0
447,0,0,0,0
448,0,0,0,0
449,0,0,0,0
450,0,0,0,0
451,0,0,0,0
452,0,0,0,0
453,0,0,0,0
454,0,0,0,0
455,0,0,0,0
456,0,0,0,0
457,0,0,0,0
458,0,0,0,0
459,0,0,0,0
460,0,0,0,0
461,0,0,0,0
462,0,0,0,0
463,0,0,0,0
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
473,0,0,0,0
474,0,0,0,0
475,0,0,0,0
476,0,0,0,0
477,0,0,0,0
478,0,0,0,0
479,0,0,0,0
480,0,0,0,0
481,0,0,0,0
482,0,0,0,0
483,0,0,0,0
484,0,0,0,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,0,0,0,0
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,0,0,0
497,0,0,0,0
498,0,0,0,0
499,0,0,0,0
500,52,52,52,255
501,26,41,85,255
502,74,23,81,255
503,85,26,42,255
504,70,82,23,255
505,30,82,24,255
506,23,79,83,255
507,68,29,4,255
508,17,55,38,255
509,37,17,54,255
510,33,65,8,255
511,55,18,20,255
512,55,46,18,255
513,60,60,60,255
514,31,54,95,255
515,85,40,96,255
516,94,14,35,255
517,82,90,29,255
518,37,89,30,255
519,35,103,100,255
520,53,53,53,255
521,28,50,93,255
522,76,24,83,255
523,81,12,30,255
524,72,83,24,255
525,29,83,24,255
526,28,93,91,255
527,252,236,168,255
528,176,252,168,255
529,216,252,168,255
530,168,251,252,255
531,168,192,252,255
532,255,155,155,255
533,138,60,32,255
534,105,96,64,255
535,134,109,37,255
536,100,139,32,255
537,32,100,139,255
538,60,64,72,255
539,254,168,194,255
540,199,217,255,255
541,69,69,69,255
542,41,49,52,255
543,37,44,46,255
544,38,44,47,255
545,201,118,60,255
546,46,27,112,255
547,165,72,128,255
548,93,93,93,255
549,3,145,25,255
550,90,90,90,255
551,138,121,109,255
552,116,122,136,255
553,74,74,74,255
554,102,79,52,255
555,131,102,66,255
556,104,75,44,255
557,123,86,65,255
558,149,134,52,255
559,75,58,37,255
560,71,71,71,255
561,59,63,68,255
562,59,63,68,255
563,208,140,133,255
564,239,238,233,255
565,147,146,142,255
566,82,90,112,255
567,48,53,65,255
568,147,103,77,255
569,112,81,63,255
570,169,49,46,255
571,130,47,44,255
572,87,118,157,255
573,73,90,116,255
574,117,218,231,255
575,117,218,231,255
576,117,218,231,255
577,117,218,231,255
578,117,218,231,255
579,208,196,156,255
580,175,167,138,255
581,216,202,100,255
582,209,163,56,255
583,206,173,125,255
584,124,94,60,255
585,51,51,51,255
586,87,87,87,255
587,41,99,129,255
588,79,102,57,255
589,105,83,25,255
590,208,190,131,255
591,113,51,29,255
592,85,109,97,255
593,199,191,166,255
594,207,203,184,255
595,175,168,152,255
596,168,161,143,255
597,168,161,142,255
598,147,134,110,255
599,45,53,59,255
600,131,108,73,255
601,128,127,134,255
602,40,82,222,255
603,46,133,0,255
604,128,37,62,255
605,4,30,117,255
606,14,44,134,255
607,5,21,120,255
608,160,160,97,255
609,112,112,68,255
610,67,67,67,255
611,35,58,97,255
612,94,56,110,255
613,108,16,41,255
614,93,97,35,255
615,46,95,36,255
616,43,113,110,255
617,102,102,81,255
618,119,78,68,255
619,65,90,102,255
620,107,104,52,255
621,104,132,3,255
622,88,112,3,255
623,66,84,2,255
624,216,138,25,255
625,84,132,13,255
626,31,57,216,255
627,204,163,51,255
628,198,117,11,255
629,183,58,0,255
630,96,90,36,255
637,115,125,129,255
638,119,123,125,255
639,112,129,111,255
640,131,118,123,255
641,105,81,2,255
642,105,38,2,255
643,105,5,3,255
644,111,55,11,255
645,5,5,5,255
646,40,40,40,255
